,FileName,Sentences,Label,text,AugmentedText
167,Ses01F_impro05_M030,"Right now all I can do is just give you this fifty dollars, I'm really sorry.",neu,RIGHT NOW ALL I CAN DO IS JUST GIVE YOU THIS FIFTY DOLLARS I'M REALLY SORRY .,"Right now, I can only give you this $50, I'm really sorry."
168,Ses01F_impro05_M031,Oh. My name is Sean. Hi.,neu,OH MY NAME IS SEAN . HI .,My name is Sean.
169,Ses01F_impro05_M034,"If you want, you can write a letter. I can give you the address. Yes. An angry--",neu,IF YOU WANT  YOU  CAN WRITE A LETTER I CAN GIVE YOU THE ADDRESS  YES . AN ANGRY .,"If you want, you can write a letter, I can give you the address."
170,Ses01F_impro05_M035,"Or you can make a phone call. But I think a letter might be a little more-- in my impression, letters have more...",neu,OR YOU CAN MAKE A PHONE CALL BUT I THINK A LETTER MIGHT BE A LITTLE MORE . IN MY IMPRESSION . LETTERS HAVE  MORE .,"Or you can make a call, but I think a letter could be a little more... in my impression, letters have more..."
171,Ses01F_impro06_F002,No.,sad,NO .,"No, no, no, no."
172,Ses01F_impro06_F003,That's sweet.,neu,THAT'S  SWEET .,That's sweet.
173,Ses01F_impro06_F004,Thank you.,neu,THANK YOU .,Thank you.
174,Ses01F_impro06_F005,I went to see her headstone a week or two ago.,sad,I . WENT TO SEE HER HEADSTONE  A WEEK OR TWO AGO .,I was at her gravestone a week or two ago.
175,Ses01F_impro06_F006,"I used to go to cemeteries a lot before she died. I just, you know, I felt like they were urban oasis, you know, there is always this green in the city.",sad,I USED TO GO TO CEMETERIES A LOT  BEFORE SHE DIED . I JUST YOU . KNOW  I FELT . LIKE THEY WERE URBAN OASIS YOU . KNOW THERE IS ALWAYS  THIS GREEN  IN THE  CITY .,"I was often in cemeteries before she died. I just had the feeling that it was an urban oasis, you know, there's always this green in the city."
176,Ses01F_impro06_F007,So I was like wandering around before. It takes forever to find her headstone; I always lose it. You know.,sad,SO I WAS LIKE WANDERING  AROUND BEFORE IT . TAKES FOREVER TO FIND HER HEADSTONE . I ALWAYS  LOSE IT . YOU KNOW .,So I was walking around like I used to. It takes forever to find her tombstone; I always lose it.
177,Ses01F_impro06_F008,So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone. And-,sad,SO I WAS LOOKING AT THIS OTHER ONE . AND THERE WAS LIKE A PIECE OF CANDY THERE  AND I  THOUGHT THAT I WOULD  TAKE THE CANDY AND PUT IT ON HER HEADSTONE  AND .,So I looked at this other guy and there was like a piece of candy there and I thought I was taking the candy and putting it on her tombstone.
178,Ses01F_impro06_F009,"this woman came up and, you know, it was hers. It was her person that was there.",neu,THIS WOMAN  CAME  UP  AND  YOU KNOW IT WAS HERS IT . WAS HER . PERSON . THAT WAS THERE .,"This woman came up and, you know, it was her, it was her person who was there."
179,Ses01F_impro06_F010,"Yeah. And she was like, that's pathetic, I hope you enjoy it.",sad,YEAH AND SHE WAS LIKE  THAT'S PATHETIC  I  HOPE YOU ENJOY IT .,"Yeah, and she was like, that's pathetic, I hope you like it."
180,Ses01F_impro06_F011,"And I, you know, I mean, I said I was sorry and I brought it back to her kind of and I like put it on the ground and she was like, no, it's fine. She was like, I would rather have her back, honestly.",sad,AND I YOU KNOW I MEAN  I SAID I WAS SORRY AND I . BROUGHT IT BACK  TO HER KIND OF AND I . LIKE . PUT IT ON THE . GROUND AND  SHE WAS . LIKE . NO  IT'S FINE  SHE  WAS LIKE I  WOULD RATHER HAVE HER BACK  HONESTLY .,"And I, you know, I mean, I said I'm sorry and I brought it back to her and I like to put it on the floor and she was like, no, it's okay."
181,Ses01F_impro06_F012,"I don't know. It just, like, I felt so bad because I shouldn't have done it. I don't know. Whatever.",sad,I DON'T KNOW IT JUST  LIKE . I FELT SO BAD BECAUSE . I SHOULDN'T HAVE DONE . IT  I DON'T  KNOW  WHATEVER .,I just felt so bad because I shouldn't have.
182,Ses01F_impro06_F013,I don't know.,sad,I DON'T KNOW .,I don't know.
183,Ses01F_impro06_F014,At the cemetery?,sad,AT THE CEMETERY .,In the cemetery?
184,Ses01F_impro06_F015,couple hours.,sad,COUPLE HOURS .,A few hours.
185,Ses01F_impro06_F016,"I brought- I brought Chuck with me. He went to Redlands, yeah, for the day. We ran through the sprinklers.",neu,I BROUGHT  I BROUGHT CHUCK WITH ME  HE WENT TO REDLANDS YEAH . FOR THE DAY . WE RAN THROUGH THE SPRINKLERS .,"I brought Chuck, he went to Redlands, yes, for the day, we walked through the sprinklers."
186,Ses01F_impro06_F018,Yeah. It's huge. Redlands is an old city so they have lots and lots of stones.,neu,YEAH . IT'S . HUGE  REDLANDS IS . AN OLD CITY . SO THEY HAVE LOTS AND LOTS OF STONES .,"Redlands is an old town, they have lots of stones."
187,Ses01F_impro06_F019,Yeah.,neu,YEAH .,"Yeah, right."
188,Ses01F_impro06_F020,"It's weird. Whenever I go back to town, I think of her. I mean, it's like ... I mean we grew up together and she died when we were twenty one. And yeah. She had cancer, she had two brain tumors.",sad,IT'S WEIRD WHENEVER I GO BACK TO TOWN  I  THINK OF HER  I MEAN IT'S . LIKE  I MEAN WE GREW UP TOGETHER  AND  SHE DIED WHEN WE WERE TWENTY ONE . AND YEAH SHE HAD . CANCER SHE HAD TWO BRAIN TUMORS .,"When I go back to town, I think of her, I mean, it's like we grew up together and she died when we were twenty-one."
189,Ses01F_impro06_F021,"My best friend Heather. She's got a- we have a- we built this like little-- There's a park, Prospect Park. And there is like a garden section of it that we set up for her.",sad,MY BEST FRIEND HEATHER . SHE'S GOT A WE HAVE . A WE BUILT THIS LIKE . LITTLE  THERE'S A  PARK  PROSPECT  PARK AND THERE . IS LIKE A  GARDEN SECTION OF IT . THAT WE SET UP  FOR  HER .,"My best friend Heather, she has one... we have this... we have this little... there's a park, Prospect Park, and there's a garden section we've set up for her."
190,Ses01F_impro06_F022,She used to have these poetry parties on Memorial Day.,sad,SHE USED TO HAVE THESE  POETRY PARTIES  ON MEMORIAL DAY .,She had those poetry parties on Memorial Day.
191,Ses01F_impro06_F023,Umm. Yeah.,sad,UMM YEAH .,"Yeah, yeah, that's it."
192,Ses01F_impro06_F024,"And the last time before she died, I remember she couldn't really stand, umm...",sad,AND THE LAST TIME BEFORE SHE DIED I REMEMBER SHE  COULDN'T REALLY STAND UMM .,"And the last time she died, I remember she couldn't really stand, um..."
193,Ses01F_impro06_F025,"But I mean she could, but it was- so it was kind of sitting at her feet holding her up and she had these poems she had memorized. And I remember looking up, she had curly red hair and there was this palm tree right behind her and it was like a crown growing right out of her head. It was cool.",sad,BUT . I MEAN . SHE  COULD BUT IT  WAS SO IT WAS KIND OF  SITTING AT HER FEET HOLDING . HER UP AND  SHE HAD THESE  POEMS SHE HAD MEMORIZED  AND I REMEMBER LOOKING UP SHE HAD  CURLY RED HAIR  AND THERE WAS THIS PALM TREE RIGHT BEHIND HER AND . IT  WAS  LIKE A . CROWN GROWING  RIGHT OUT . OF HER HEAD IT . WAS . COOL .,"But I mean, she could, but it was... it was sitting at her feet holding her up and she had those poems she had memorized. And I remember looking up, she had"
194,Ses01F_impro06_F026,"Some, I guess. She memorized this one, John Dunn, it's called, Death Be Not Proud. and-",sad,SOME I GUESS SHE MEMORIZED THIS . ONE JOHN DUNN . IT'S CALLED DEATH BE NOT PROUD AND .,"She memorized it, John Dunn, it's Death Be Not Proud."
195,Ses01F_impro06_F027,"There's another one, I can't remember.",neu,THERE'S ANOTHER ONE I CAN'T REMEMBER .,"There's one more thing, I can't remember."
196,Ses01F_impro06_F028,"I remember, too, when we were-- she died at U.C.L.A. She had brain surgery and there was not much hope to begin with, but I gave blood for her surgery, her mom and I before, so we dropped her off in the waiting room and then we were giving blood and came back. And she, in her wheelchair, like can hardly do anything, reciting her poetry for these people like in the waiting room. All she needs is a God damn audience. You know?",sad,I  REMEMBER TOO WHEN WE WERE . SHE DIED AT U C L A . SHE  HAD . BRAIN SURGERY AND . THERE WAS  NOT MUCH . HOPE . TO BEGIN  WITH . BUT . I GAVE BLOOD  FOR HER SURGERY  HER MOM AND I  BEFORE SO . WE DROPPED HER OFF IN THE WAITING ROOM AND THEN WE WERE GIVING BLOOD AND CAME BACK AND SHE  IN HER WHEELCHAIR LIKE CAN HARDLY DO ANYTHING . RECITING HER POETRY FOR THESE PEOPLE LIKE IN THE WAITING ROOM  ALL SHE NEEDS IS A GOD DAMN AUDIENCE  YOU KNOW .,"I remember too when we... she died in U.C.L.A. She had a brain surgery and there wasn't much hope to start with, but I gave blood for her surgery, her mother and I before"
197,Ses01F_impro06_M000,"I'm sorry, Joy.",sad,I'M SORRY JOY .,"Sorry, Joy."
198,Ses01F_impro06_M001,Is there anything I can get you? Do you want me to take care of anything for you or...?,neu,IS THERE ANYTHING I CAN GET YOU DO YOU WANT ME . TO . TAKE CARE OF ANYTHING FOR YOU OR .,Do you want me to take care of anything for you or...?
199,Ses01F_impro06_M002,...pick up anything?,neu,PICK UP ANYTHING .,... pick up anything?
200,Ses01F_impro06_M003,You know you are welcome to stay at my house if you want to just check out for a couple days and hang out.,sad,YOU KNOW YOU ARE WELCOME TO STAY AT MY HOUSE IF YOU WANT TO  JUST . CHECK OUT  FOR A . COUPLE DAYS AND HANG OUT .,You're welcome to stay in my house if you just want to check out and hang out for a few days.
201,Ses01F_impro06_M004,Hmm.,neu,HMM .,What's that?
202,Ses01F_impro06_M005,Oh. She was there?,neu,OH SHE WAS THERE .,"Oh, she was there?"
203,Ses01F_impro06_M006,Mmhmm.,neu,MMHMM .,I don't know anymore.
204,Ses01F_impro06_M007,Yeah.,sad,YEAH .,Yes.
205,Ses01F_impro06_M008,How long were you there for?,neu,HOW LONG WERE YOU THERE FOR .,How long were you there?
206,Ses01F_impro06_M009,Mmhmm.,neu,MMHMM .,I'm not here anymore.
207,Ses01F_impro06_M010,Oh really?,neu,OH REALLY .,Really?
208,Ses01F_impro06_M011,You ran through the sprinklers in the cemetery?,neu,YOU RAN THROUGH THE SPRINKLERS IN THE CEMETERY .,You ran through the sprinklers in the cemetery?
209,Ses01F_impro06_M012,Is it a big cemetery?,neu,IS IT A BIG CEMETERY .,Is it a large cemetery?
210,Ses01F_impro06_M013,"Oh, so they're like really old too, really old ones?",neu,OH SO THEY'RE LIKE REALLY OLD TOO REALLY  OLD ONES .,"Oh, so they're like really old, really old?"
211,Ses01F_impro06_M014,Mmhmm.,neu,MMHMM .,I don't know how you're doing.
212,Ses01F_impro06_M015,Mmhmm.,neu,MMHMM .,What about you?
213,Ses01F_impro06_M016,So she wrote a lot of poetry?,neu,SO SHE WROTE A LOT OF POETRY .,So she wrote a lot of poems?
214,Ses01F_impro07_F000,"Yes. There's a big envelope it says, you're in. I know.",exc,YES . THERE'S A  BIG ENVELOPE IT SAYS YOU'RE IN I . KNOW .,"Yeah, there's a big envelope on it, you're in."
215,Ses01F_impro07_F002,"I'm really excited. Yeah. I don't know how I'm going to pay for anything, but... I also- Yeah. Loans, too, yeah. I applied, though, for a bunch of grants and scholarships so I'm still waiting to hear on that.",exc,I'M REALLY EXCITED YEAH I DON'T KNOW HOW I'M GOING TO PAY FOR ANYTHING  BUT I ALSO YEAH . LOANS TOO  YEAH I APPLIED THOUGH FOR A BUNCH OF  GRANTS AND SCHOLARSHIPS SO I'M  STILL WAITING TO . HEAR ON THAT .,"I don't know how to pay for anything, but I... I... I... also loans, yeah, but I applied for some scholarships and scholarships, so I'm still waiting to hear that."
216,Ses01F_impro07_F003,"Oh- I know, I know, I know, I know.",exc,OH I KNOW I KNOW I KNOW  I KNOW .,"I know, I know, I know, I know."
217,Ses01F_impro07_F004,"I don't know. I spend so much time commuting as it is, I'd rather.",exc,I DON'T KNOW I . SPEND SO MUCH TIME COMMUTING AS IT IS I'D RATHER .,I spend as much time commuting as it is.
218,Ses01F_impro07_F005,I know. We should throw a party.,exc,I KNOW WE SHOULD  THROW A PARTY .,I know we should have a party.
219,Ses01F_impro07_F009,Yeah. I'm not sure.,exc,YEAH  I'M NOT SURE .,"Yeah, I'm not sure."
220,Ses01F_impro07_F010,Umm...P.h.D. [LAUGHTER],exc,UMM P H D  {LG} .,Umm... P.h.D. (LAUGHING)
221,Ses01F_impro07_F012,So I get to mold young minds. Mrs.? That's my mother.,exc,SO I GET TO MOLD YOUNG MINDS MRS THAT'S . MY . MOTHER .,That's my mother.
222,Ses01F_impro07_F013,"I would be like- Oh. Right, right, right.",exc,I . WOULD BE . LIKE OH RIGHT RIGHT . RIGHT .,"I would be... right, right, right."
223,Ses01F_impro07_F016,"I know. I made such a mess of it, the entire time. The last three things I've done, I've ruined everything, I think. Mm-hmm. Yeah.",exc,I KNOW I MADE SUCH A MESS OF IT THE ENTIRE TIME THE LAST THREE THINGS I'VE DONE I'VE RUINED EVERYTHING I  THINK . MM . HMM YEAH .,"I ruined the last three things I've done, I think."
224,Ses01F_impro07_M000,Did you get the letter?,exc,DID YOU GET THE LETTER .,Did you get the letter?
225,Ses01F_impro07_M001,Yeah. That is so awesome.,exc,YEAH THAT . IS  SO AWESOME .,"Yeah, that's so fantastic."
226,Ses01F_impro07_M002,Oh my God. What are you going to do? [LAUGHTER],exc,OH MY GOD . WHAT ARE YOU GOING TO DO {LG} .,"Oh, my God, what are you gonna do?"
227,Ses01F_impro07_M003,"Oh-Yeah, I bet you're really excited. Oh. That's what loans are for? Right? Exactly.",exc,OH YEAH I BET YOU'RE REALLY EXCITED . OH . THAT'S  WHAT LOANS . ARE FOR RIGHT  EXACTLY .,"Yeah, I bet you're really excited."
228,Ses01F_impro07_M004,"Oh. Good, good. That's awesome. Are you going to stay around here? Or are you going to like get a different neighborhood- you going to move to a different neighborhood?",exc,OH GOOD GOOD THAT'S AWESOME ARE YOU GOING TO STAY AROUND HERE . OR ARE YOU GOING TO LIKE  GET A DIFFERENT NEIGHBORHOOD YOU GOING TO MOVE TO A DIFFERENT NEIGHBORHOOD .,Are you staying here or do you want another neighborhood?
229,Ses01F_impro07_M005,This is so- I am so happy that you're going to stay. You're not going to...We should totally throw a party.,exc,THIS IS SO I AM SO HAPPY THAT YOU'RE GOING TO STAY YOU'RE NOT GOING TO . WE SHOULD TOTALLY THROW A PARTY .,"I'm so happy you're staying, you're not gonna... we should totally throw a party."
230,Ses01F_impro07_M006,A rapper party ho. Yeah. Okay.,exc,A RAPPER PARTY  HO . YEAH . OKAY .,A rapper party.
231,Ses01F_impro07_M007,"I am just- Yeah. I'm sticking around, I'm just doing my thing. I'm living here. I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo.",exc,I AM JUST YEAH I'M STICKING AROUND I'M JUST DOING MY THING I'M LIVING HERE . I'M SO GLAD YOU'RE GOING . TO STAY I'M SO GLAD YOU'RE GOING TO . BE HERE . YEAH . WOO .,"I'm so glad you're staying here, I'm so glad you're here."
232,Ses01F_impro07_M008,Yeah. Big time.,exc,YEAH . BIG TIME .,"Yeah, big time."
233,Ses01F_impro07_M009,Mmhmm. Mmhmm. Yay. So what major? What are you doing?,exc,MMHMM  MMHMM YAY . SO WHAT MAJOR WHAT ARE YOU DOING .,What are you doing?
234,Ses01F_impro07_M012,Is this a Masters or a P.h.D.? Or can you...? Nice,neu,IS THIS A MASTERS OR A P H D  OR CAN . YOU NICE .,Is that a master or a P.H.D. or can you...?
235,Ses01F_impro07_M013,"That's good. Don't you have to like teach a class, too, when you do that?",neu,THAT'S GOOD DON'T . YOU HAVE TO LIKE TEACH A CLASS TOO WHEN YOU DO . THAT .,Don't you have to teach a class when you do that?
236,Ses01F_impro07_M014,"Teacher. Mrs. Nash, I have a question.",exc,TEACHER  MRS NASH I HAVE A QUESTION .,"Mrs Nash, I have a question."
237,Ses01F_impro07_M015,You have to get married. Well you are married to Chuck. You're Mrs. Nash. Not to be confused with Mrs. Dash which is the popular seasoning.,exc,YOU  HAVE TO GET MARRIED WELL YOU ARE MARRIED  TO CHUCK YOU'RE MRS NASH . NOT TO . BE CONFUSED WITH MRS DASH . WHICH IS THE POPULAR  SEASONING .,"You're married to Chuck, you're Mrs. Nash, not to be confused with Mrs. Dash, which is the popular spice."
238,Ses01F_impro07_M017,Yay...School's fun.,exc,YAY SCHOOL'S FUN .,School's fun.
239,Ses01F_impro07_M018,"Of course, right. That's where the real money is, being a student.",neu,OF COURSE RIGHT  THAT'S  WHERE THE REAL MONEY IS BEING A STUDENT .,"Of course, there's the real money to be a student."
240,Ses01F_impro07_M019,That's how you get the big bucks. Are you messing with the chair? Don't ruin it.,hap,THAT'S HOW YOU GET THE BIG BUCKS . ARE YOU MESSING WITH THE CHAIR  DON'T RUIN IT .,You can't ruin it.
241,Ses01F_script01_1_F005,"He's dreaming of him again, walking around.",neu,HE'S DREAMING OF HIM AGAIN  WALKING AROUND .,He dreams of him again and walks around.
242,Ses01F_script01_1_F015,"Well I got an idea, but what's your story?",neu,WELL I GOT AN IDEA BUT  WHAT'S YOUR STORY .,"Well, I have an idea, but what's your story?"
243,Ses01F_script01_1_F034,Just give it some more thought.,neu,JUST GIVE IT SOME MORE  THOUGHT .,Think about it.
244,Ses01F_script01_1_F035,What the hell is this?,ang,WHAT THE HELL IS THIS .,What the hell is that?
245,Ses01F_script01_1_F037,You have a business here. What the hell is this?,ang,YOU HAVE A BUSINESS HERE WHAT THE HELL IS THIS .,What the hell?
246,Ses01F_script01_1_F038,Oh. Must you be inspired?,ang,OH MUST YOU BE INSPIRED .,Do you have to be inspired?
247,Ses01F_script01_1_F041,"All right. But you don't want to think like that because what the hell are we working for, Chris? It's all for you. This whole shooting match is for you.",ang,ALL RIGHT BUT YOU DON'T WANT TO  THINK LIKE  THAT . BECAUSE WHAT THE HELL ARE WE WORKING FOR CHRIS IT'S ALL FOR YOU THIS WHOLE SHOOTING MATCH IS FOR YOU .,"But that's not what you're thinking, because what the hell are we working for, Chris?"
248,Ses01F_script01_1_F042,Just don't think like that.,ang,JUST DON'T  THINK LIKE THAT .,Don't think like that.
249,Ses01F_script01_1_M000,He saw it.,neu,HE SAW IT .,He saw it.
250,Ses01F_script01_1_M001,He was out here when it broke.,neu,HE WAS OUT HERE WHEN IT BROKE .,He was out here when it broke.
251,Ses01F_script01_1_M002,Four o clock this morning. I heard a crack and I woke up and looked out. He was standing right over there when it cracked.,neu,FOUR O CLOCK THIS MORNING  I HEARD A CRACK AND I WOKE UP AND  LOOKED OUT  HE  WAS STANDING RIGHT OVER THERE WHEN IT CRACKED .,"I heard a crack and I woke up and looked out, and he was standing over there as he cracked."
